Algorithm Data.
a,b,c,
3.11443,18.7675,0.349066,43.84
3.11522,18.7761,0.349066,43.85
3.11602,18.7846,0.349066,43.86
3.11681,18.7932,0.349066,43.87
3.11761,18.8018,0.349066,43.88
3.1184,18.8103,0.349066,43.89
3.1192,18.8189,0.349066,43.9
3.11999,18.8275,0.349066,43.91
3.12079,18.8361,0.349066,43.92
3.12159,18.8446,0.349066,43.93
3.12238,18.8532,0.349066,43.94
3.12318,18.8618,0.349066,43.95
3.12397,18.8704,0.349066,43.96
3.12477,18.879,0.349066,43.97
3.12556,18.8876,0.349066,43.98
3.12636,18.8961,0.349066,43.99
3.12715,18.9047,0.349066,44
3.12795,18.9133,0.349066,44.01
3.12875,18.9219,0.349066,44.02
3.12954,18.9305,0.349066,44.03
3.13034,18.9391,0.349066,44.04
3.13113,18.9477,0.349066,44.05
3.13193,18.9563,0.349066,44.06
3.13272,18.9649,0.349066,44.07
3.13352,18.9735,0.349066,44.08
3.13431,18.9821,0.349066,44.09
3.13511,18.9908,0.349066,44.1
3.1359,18.9994,0.349066,44.11
3.1367,19.008,0.349066,44.12
3.1375,19.0166,0.349066,44.13
3.13829,19.0252,0.349066,44.14
3.13909,19.0338,0.349066,44.15
3.13988,19.0425,0.349066,44.16
3.14068,19.0511,0.349066,44.17
3.14147,19.0597,0.349066,44.18
3.14227,19.0683,0.349066,44.19
3.14306,19.077,0.349066,44.2
3.14386,19.0856,0.349066,44.21
3.14466,19.0942,0.349066,44.22
3.14545,19.1029,0.349066,44.23
3.14625,19.1115,0.349066,44.24
3.14704,19.1202,0.349066,44.25
3.14784,19.1288,0.349066,44.26
3.14863,19.1374,0.349066,44.27
3.14943,19.1461,0.349066,44.28
3.15022,19.1547,0.349066,44.29
3.15102,19.1634,0.349066,44.3
3.15181,19.172,0.349066,44.31
3.15261,19.1807,0.349066,44.32
3.15341,19.1893,0.349066,44.33
3.1542,19.198,0.349066,44.34
3.155,19.2067,0.349066,44.35
3.15579,19.2153,0.349066,44.36
3.15659,19.224,0.349066,44.37
3.15738,19.2326,0.349066,44.38
3.15818,19.2413,0.349066,44.39
3.15897,19.25,0.349066,44.4
3.15977,19.2587,0.349066,44.41
3.16057,19.2673,0.349066,44.42
3.16136,19.276,0.349066,44.43
3.16216,19.2847,0.349066,44.44
3.16295,19.2934,0.349066,44.45
3.16375,19.302,0.349066,44.46
3.16454,19.3107,0.349066,44.47
3.16534,19.3194,0.349066,44.48
3.16613,19.3281,0.349066,44.49
3.16693,19.3368,0.349066,44.5
3.16773,19.3455,0.349066,44.51
3.16852,19.3542,0.349066,44.52
3.16932,19.3629,0.349066,44.53
3.17011,19.3716,0.349066,44.54
3.17091,19.3803,0.349066,44.55
3.1717,19.389,0.349066,44.56
3.1725,19.3977,0.349066,44.57
3.17329,19.4064,0.349066,44.58
3.17409,19.4151,0.349066,44.59
3.17488,19.4238,0.349066,44.6
3.17568,19.4325,0.349066,44.61
3.17648,19.4412,0.349066,44.62
3.17727,19.4499,0.349066,44.63
3.17807,19.4586,0.349066,44.64
3.17886,19.4673,0.349066,44.65
3.17966,19.4761,0.349066,44.66
3.18045,19.4848,0.349066,44.67
3.18125,19.4935,0.349066,44.68
3.18204,19.5022,0.349066,44.69
3.18284,19.511,0.349066,44.7
3.18364,19.5197,0.349066,44.71
3.18443,19.5284,0.349066,44.72
3.18523,19.5372,0.349066,44.73
3.18602,19.5459,0.349066,44.74
3.18682,19.5546,0.349066,44.75
3.18761,19.5634,0.349066,44.76
3.18841,19.5721,0.349066,44.77
3.1892,19.5809,0.349066,44.78
3.19,19.5896,0.349066,44.79
3.1908,19.5984,0.349066,44.8
3.19159,19.6071,0.349066,44.81
3.19239,19.6159,0.349066,44.82
3.19318,19.6246,0.349066,44.83
3.19398,19.6334,0.349066,44.84
3.19477,19.6421,0.349066,44.85
3.19557,19.6509,0.349066,44.86
3.19636,19.6596,0.349066,44.87
3.19716,19.6684,0.349066,44.88
3.19795,19.6772,0.349066,44.89
3.19875,19.6859,0.349066,44.9
3.19955,19.6947,0.349066,44.91
3.20034,19.7035,0.349066,44.92
3.20114,19.7122,0.349066,44.93
3.20193,19.721,0.349066,44.94
3.20273,19.7298,0.349066,44.95
3.20352,19.7386,0.349066,44.96
3.20432,19.7474,0.349066,44.97
3.20511,19.7561,0.349066,44.98
3.20591,19.7649,0.349066,44.99
3.20671,19.7737,0.349066,45
3.2075,19.7825,0.349066,45.01
3.2083,19.7913,0.349066,45.02
3.20909,19.8001,0.349066,45.03
3.20989,19.8089,0.349066,45.04
3.21068,19.8177,0.349066,45.05
3.21148,19.8265,0.349066,45.06
3.21227,19.8353,0.349066,45.07
3.21307,19.8441,0.349066,45.08
3.21386,19.8529,0.349066,45.09
3.21466,19.8617,0.349066,45.1
3.21546,19.8705,0.349066,45.11
3.21625,19.8793,0.349066,45.12
3.21705,19.8881,0.349066,45.13
3.21784,19.8969,0.349066,45.14
3.21864,19.9057,0.349066,45.15
3.21943,19.9146,0.349066,45.16
3.22023,19.9234,0.349066,45.17
3.22102,19.9322,0.349066,45.18
3.22182,19.941,0.349066,45.19
3.22262,19.9498,0.349066,45.2
3.22341,19.9587,0.349066,45.21
3.22421,19.9675,0.349066,45.22
3.225,19.9763,0.349066,45.23
3.2258,19.9852,0.349066,45.24
3.22659,19.994,0.349066,45.25
3.22739,20.0028,0.349066,45.26
3.22818,20.0117,0.349066,45.27
3.22898,20.0205,0.349066,45.28
3.22978,20.0294,0.349066,45.29
3.23057,20.0382,0.349066,45.3
3.23137,20.0471,0.349066,45.31
3.23216,20.0559,0.349066,45.32
3.23296,20.0648,0.349066,45.33
3.23375,20.0736,0.349066,45.34
3.23455,20.0825,0.349066,45.35
3.23534,20.0913,0.349066,45.36
3.23614,20.1002,0.349066,45.37
3.23693,20.109,0.349066,45.38
3.23773,20.1179,0.349066,45.39
3.23853,20.1268,0.349066,45.4
3.23932,20.1356,0.349066,45.41
3.24012,20.1445,0.349066,45.42
3.24091,20.1534,0.349066,45.43
3.24171,20.1622,0.349066,45.44
3.2425,20.1711,0.349066,45.45
3.2433,20.18,0.349066,45.46
3.24409,20.1889,0.349066,45.47
3.24489,20.1978,0.349066,45.48
3.24569,20.2066,0.349066,45.49
3.24648,20.2155,0.349066,45.5
3.24728,20.2244,0.349066,45.51
3.24807,20.2333,0.349066,45.52
3.24887,20.2422,0.349066,45.53
3.24966,20.2511,0.349066,45.54
3.25046,20.26,0.349066,45.55
3.25125,20.2689,0.349066,45.56
3.25205,20.2778,0.349066,45.57
3.25284,20.2867,0.349066,45.58
3.25364,20.2956,0.349066,45.59
3.25444,20.3045,0.349066,45.6
3.25523,20.3134,0.349066,45.61
3.25603,20.3223,0.349066,45.62
3.25682,20.3312,0.349066,45.63
3.25762,20.3401,0.349066,45.64
3.25841,20.349,0.349066,45.65
3.25921,20.3579,0.349066,45.66
3.26,20.3668,0.349066,45.67
3.2608,20.3758,0.349066,45.68
3.2616,20.3847,0.349066,45.69
3.26239,20.3936,0.349066,45.7
3.26319,20.4025,0.349066,45.71
3.26398,20.4115,0.349066,45.72
3.26478,20.4204,0.349066,45.73
3.26557,20.4293,0.349066,45.74
3.26637,20.4383,0.349066,45.75
3.26716,20.4472,0.349066,45.76
3.26796,20.4561,0.349066,45.77
3.26876,20.4651,0.349066,45.78
3.26955,20.474,0.349066,45.79
3.27035,20.4829,0.349066,45.8
3.27114,20.4919,0.349066,45.81
3.27194,20.5008,0.349066,45.82
3.27273,20.5098,0.349066,45.83
3.27353,20.5187,0.349066,45.84
3.27432,20.5277,0.349066,45.85
3.27512,20.5366,0.349066,45.86
3.27591,20.5456,0.349066,45.87
3.27671,20.5546,0.349066,45.88
3.27751,20.5635,0.349066,45.89
3.2783,20.5725,0.349066,45.9
3.2791,20.5814,0.349066,45.91
3.27989,20.5904,0.349066,45.92
3.28069,20.5994,0.349066,45.93
3.28148,20.6083,0.349066,45.94
3.28228,20.6173,0.349066,45.95
3.28307,20.6263,0.349066,45.96
3.28387,20.6353,0.349066,45.97
3.28467,20.6442,0.349066,45.98
3.28546,20.6532,0.349066,45.99
3.28626,20.6622,0.349066,46
3.28705,20.6712,0.349066,46.01
3.28785,20.6802,0.349066,46.02
3.28864,20.6892,0.349066,46.03
3.28944,20.6982,0.349066,46.04
3.29023,20.7071,0.349066,46.05
3.29103,20.7161,0.349066,46.06
3.29183,20.7251,0.349066,46.07
3.29262,20.7341,0.349066,46.08
3.29342,20.7431,0.349066,46.09
3.29421,20.7521,0.349066,46.1
3.29501,20.7611,0.349066,46.11
3.2958,20.7701,0.349066,46.12
3.2966,20.7791,0.349066,46.13
3.29739,20.7882,0.349066,46.14
3.29819,20.7972,0.349066,46.15
3.29898,20.8062,0.349066,46.16
3.29978,20.8152,0.349066,46.17
3.30058,20.8242,0.349066,46.18
3.30137,20.8332,0.349066,46.19
3.30217,20.8422,0.349066,46.2
3.30296,20.8513,0.349066,46.21
3.30376,20.8603,0.349066,46.22
3.30455,20.8693,0.349066,46.23
3.30535,20.8784,0.349066,46.24
3.30614,20.8874,0.349066,46.25
3.30694,20.8964,0.349066,46.26
3.30774,20.9054,0.349066,46.27
3.30853,20.9145,0.349066,46.28
3.30933,20.9235,0.349066,46.29
3.31012,20.9326,0.349066,46.3
3.31092,20.9416,0.349066,46.31
3.31171,20.9506,0.349066,46.32
3.31251,20.9597,0.349066,46.33
3.3133,20.9687,0.349066,46.34
3.3141,20.9778,0.349066,46.35
3.31489,20.9868,0.349066,46.36
3.31569,20.9959,0.349066,46.37
3.31649,21.005,0.349066,46.38
3.31728,21.014,0.349066,46.39
3.31808,21.0231,0.349066,46.4
3.31887,21.0321,0.349066,46.41
3.31967,21.0412,0.349066,46.42
3.32046,21.0503,0.349066,46.43
3.32126,21.0593,0.349066,46.44
3.32205,21.0684,0.349066,46.45
3.32285,21.0775,0.349066,46.46
3.32365,21.0865,0.349066,46.47
3.32444,21.0956,0.349066,46.48
3.32524,21.1047,0.349066,46.49
3.32603,21.1138,0.349066,46.5
3.32683,21.1229,0.349066,46.51
3.32762,21.1319,0.349066,46.52
3.32842,21.141,0.349066,46.53
3.32921,21.1501,0.349066,46.54
3.33001,21.1592,0.349066,46.55
3.33081,21.1683,0.349066,46.56
3.3316,21.1774,0.349066,46.57
3.3324,21.1865,0.349066,46.58
3.33319,21.1956,0.349066,46.59
3.33399,21.2047,0.349066,46.6
3.33478,21.2138,0.349066,46.61
3.33558,21.2229,0.349066,46.62
3.33637,21.232,0.349066,46.63
3.33717,21.2411,0.349066,46.64
3.33796,21.2502,0.349066,46.65
3.33876,21.2593,0.349066,46.66
3.33956,21.2684,0.349066,46.67
3.34035,21.2775,0.349066,46.68
3.34115,21.2867,0.349066,46.69
3.34194,21.2958,0.349066,46.7
3.34274,21.3049,0.349066,46.71
3.34353,21.314,0.349066,46.72
3.34433,21.3231,0.349066,46.73
3.34512,21.3323,0.349066,46.74
3.34592,21.3414,0.349066,46.75
3.34672,21.3505,0.349066,46.76
3.34751,21.3597,0.349066,46.77
3.34831,21.3688,0.349066,46.78
3.3491,21.3779,0.349066,46.79
3.3499,21.3871,0.349066,46.8
3.35069,21.3962,0.349066,46.81
3.35149,21.4053,0.349066,46.82
3.35228,21.4145,0.349066,46.83
3.35308,21.4236,0.349066,46.84
3.35387,21.4328,0.349066,46.85
3.35467,21.4419,0.349066,46.86
3.35547,21.4511,0.349066,46.87
3.35626,21.4602,0.349066,46.88
3.35706,21.4694,0.349066,46.89
3.35785,21.4785,0.349066,46.9
3.35865,21.4877,0.349066,46.91
3.35944,21.4969,0.349066,46.92
3.36024,21.506,0.349066,46.93
3.36103,21.5152,0.349066,46.94
3.36183,21.5244,0.349066,46.95
3.36263,21.5335,0.349066,46.96
3.36342,21.5427,0.349066,46.97
3.36422,21.5519,0.349066,46.98
3.36501,21.5611,0.349066,46.99
3.36581,21.5702,0.349066,47
3.3666,21.5794,0.349066,47.01
3.3674,21.5886,0.349066,47.02
3.36819,21.5978,0.349066,47.03
3.36899,21.607,0.349066,47.04
3.36979,21.6161,0.349066,47.05
3.37058,21.6253,0.349066,47.06
3.37138,21.6345,0.349066,47.07
3.37217,21.6437,0.349066,47.08
3.37297,21.6529,0.349066,47.09
3.37376,21.6621,0.349066,47.1
3.37456,21.6713,0.349066,47.11
3.37535,21.6805,0.349066,47.12
3.37615,21.6897,0.349066,47.13
3.37694,21.6989,0.349066,47.14
3.37774,21.7081,0.349066,47.15
3.37854,21.7173,0.349066,47.16
3.37933,21.7265,0.349066,47.17
3.38013,21.7357,0.349066,47.18
3.38092,21.745,0.349066,47.19
3.38172,21.7542,0.349066,47.2
3.38251,21.7634,0.349066,47.21
3.38331,21.7726,0.349066,47.22
3.3841,21.7818,0.349066,47.23
3.3849,21.7911,0.349066,47.24
3.3857,21.8003,0.349066,47.25
3.38649,21.8095,0.349066,47.26
3.38729,21.8187,0.349066,47.27
3.38808,21.828,0.349066,47.28
3.38888,21.8372,0.349066,47.29
3.38967,21.8464,0.349066,47.3
3.39047,21.8557,0.349066,47.31
3.39126,21.8649,0.349066,47.32
3.39206,21.8742,0.349066,47.33
3.39286,21.8834,0.349066,47.34
3.39365,21.8926,0.349066,47.35
3.39445,21.9019,0.349066,47.36
3.39524,21.9111,0.349066,47.37
3.39604,21.9204,0.349066,47.38
3.39683,21.9296,0.349066,47.39
3.39763,21.9389,0.349066,47.4
3.39842,21.9482,0.349066,47.41
3.39922,21.9574,0.349066,47.42
3.40001,21.9667,0.349066,47.43
3.40081,21.9759,0.349066,47.44
3.40161,21.9852,0.349066,47.45
3.4024,21.9945,0.349066,47.46
3.4032,22.0037,0.349066,47.47
3.40399,22.013,0.349066,47.48
3.40479,22.0223,0.349066,47.49
3.40558,22.0316,0.349066,47.5
3.40638,22.0408,0.349066,47.51
3.40717,22.0501,0.349066,47.52
3.40797,22.0594,0.349066,47.53
3.40877,22.0687,0.349066,47.54
3.40956,22.078,0.349066,47.55
3.41036,22.0872,0.349066,47.56
3.41115,22.0965,0.349066,47.57
3.41195,22.1058,0.349066,47.58
3.41274,22.1151,0.349066,47.59
3.41354,22.1244,0.349066,47.6
3.41433,22.1337,0.349066,47.61
3.41513,22.143,0.349066,47.62
3.41592,22.1523,0.349066,47.63
3.41672,22.1616,0.349066,47.64
3.41752,22.1709,0.349066,47.65
3.41831,22.1802,0.349066,47.66
3.41911,22.1895,0.349066,47.67
3.4199,22.1988,0.349066,47.68
3.4207,22.2081,0.349066,47.69
3.42149,22.2175,0.349066,47.7
3.42229,22.2268,0.349066,47.71
3.42308,22.2361,0.349066,47.72
3.42388,22.2454,0.349066,47.73
3.42468,22.2547,0.349066,47.74
3.42547,22.2641,0.349066,47.75
3.42627,22.2734,0.349066,47.76
3.42706,22.2827,0.349066,47.77
3.42786,22.292,0.349066,47.78
3.42865,22.3014,0.349066,47.79
3.42945,22.3107,0.349066,47.8
3.43024,22.32,0.349066,47.81
3.43104,22.3294,0.349066,47.82
3.43184,22.3387,0.349066,47.83
3.43263,22.3481,0.349066,47.84
3.43343,22.3574,0.349066,47.85
3.43422,22.3667,0.349066,47.86
3.43502,22.3761,0.349066,47.87
3.43581,22.3854,0.349066,47.88
3.43661,22.3948,0.349066,47.89
3.4374,22.4041,0.349066,47.9
3.4382,22.4135,0.349066,47.91
3.43899,22.4229,0.349066,47.92
3.43979,22.4322,0.349066,47.93
3.44059,22.4416,0.349066,47.94
3.44138,22.4509,0.349066,47.95
3.44218,22.4603,0.349066,47.96
3.44297,22.4697,0.349066,47.97
3.44377,22.479,0.349066,47.98
3.44456,22.4884,0.349066,47.99
3.44536,22.4978,0.349066,48
3.44615,22.5072,0.349066,48.01
3.44695,22.5165,0.349066,48.02
3.44775,22.5259,0.349066,48.03
3.44854,22.5353,0.349066,48.04
3.44934,22.5447,0.349066,48.05
3.45013,22.554,0.349066,48.06
3.45093,22.5634,0.349066,48.07
3.45172,22.5728,0.349066,48.08
3.45252,22.5822,0.349066,48.09
3.45331,22.5916,0.349066,48.1
3.45411,22.601,0.349066,48.11
3.45491,22.6104,0.349066,48.12
3.4557,22.6198,0.349066,48.13
3.4565,22.6292,0.349066,48.14
3.45729,22.6386,0.349066,48.15
3.45809,22.648,0.349066,48.16
3.45888,22.6574,0.349066,48.17
3.45968,22.6668,0.349066,48.18
3.46047,22.6762,0.349066,48.19
3.46127,22.6856,0.349066,48.2
3.46206,22.695,0.349066,48.21
3.46286,22.7045,0.349066,48.22
3.46366,22.7139,0.349066,48.23
3.46445,22.7233,0.349066,48.24
3.46525,22.7327,0.349066,48.25
3.46604,22.7421,0.349066,48.26
3.46684,22.7516,0.349066,48.27
3.46763,22.761,0.349066,48.28
3.46843,22.7704,0.349066,48.29
3.46922,22.7798,0.349066,48.3
3.47002,22.7893,0.349066,48.31
3.47082,22.7987,0.349066,48.32
3.47161,22.8082,0.349066,48.33
3.47241,22.8176,0.349066,48.34
3.4732,22.827,0.349066,48.35
3.474,22.8365,0.349066,48.36
3.47479,22.8459,0.349066,48.37
3.47559,22.8554,0.349066,48.38
3.47638,22.8648,0.349066,48.39
3.47718,22.8743,0.349066,48.4
3.47798,22.8837,0.349066,48.41
3.47877,22.8932,0.349066,48.42
3.47957,22.9026,0.349066,48.43
3.48036,22.9121,0.349066,48.44
3.48116,22.9215,0.349066,48.45
3.48195,22.931,0.349066,48.46
3.48275,22.9405,0.349066,48.47
3.48354,22.9499,0.349066,48.48
3.48434,22.9594,0.349066,48.49
3.48513,22.9689,0.349066,48.5
3.48593,22.9783,0.349066,48.51
3.48673,22.9878,0.349066,48.52
3.48752,22.9973,0.349066,48.53
3.48832,23.0068,0.349066,48.54
3.48911,23.0162,0.349066,48.55
3.48991,23.0257,0.349066,48.56
3.4907,23.0352,0.349066,48.57
3.4915,23.0447,0.349066,48.58
3.49229,23.0542,0.349066,48.59
3.49309,23.0637,0.349066,48.6
3.49389,23.0732,0.349066,48.61
3.49468,23.0827,0.349066,48.62
3.49548,23.0922,0.349066,48.63
3.49627,23.1017,0.349066,48.64
3.49707,23.1112,0.349066,48.65
3.49786,23.1207,0.349066,48.66
3.49866,23.1302,0.349066,48.67
3.49945,23.1397,0.349066,48.68
3.50025,23.1492,0.349066,48.69
3.50104,23.1587,0.349066,48.7
3.50184,23.1682,0.349066,48.71
3.50264,23.1777,0.349066,48.72
3.50343,23.1872,0.349066,48.73
3.50423,23.1967,0.349066,48.74
3.50502,23.2062,0.349066,48.75
3.50582,23.2158,0.349066,48.76
3.50661,23.2253,0.349066,48.77
3.50741,23.2348,0.349066,48.78
3.5082,23.2443,0.349066,48.79
3.509,23.2539,0.349066,48.8
3.5098,23.2634,0.349066,48.81
3.51059,23.2729,0.349066,48.82
3.51139,23.2825,0.349066,48.83
3.51218,23.292,0.349066,48.84
3.51298,23.3015,0.349066,48.85
3.51377,23.3111,0.349066,48.86
3.51457,23.3206,0.349066,48.87
3.51536,23.3302,0.349066,48.88
3.51616,23.3397,0.349066,48.89
3.51696,23.3493,0.349066,48.9
3.51775,23.3588,0.349066,48.91
3.51855,23.3684,0.349066,48.92
3.51934,23.3779,0.349066,48.93
3.52014,23.3875,0.349066,48.94
3.52093,23.397,0.349066,48.95
3.52173,23.4066,0.349066,48.96
3.52252,23.4162,0.349066,48.97
3.52332,23.4257,0.349066,48.98
3.52411,23.4353,0.349066,48.99
3.52491,23.4448,0.349066,49
3.52571,23.4544,0.349066,49.01
3.5265,23.464,0.349066,49.02
3.5273,23.4736,0.349066,49.03
3.52809,23.4831,0.349066,49.04
3.52889,23.4927,0.349066,49.05
3.52968,23.5023,0.349066,49.06
3.53048,23.5119,0.349066,49.07
3.53127,23.5215,0.349066,49.08
3.53207,23.531,0.349066,49.09
3.53287,23.5406,0.349066,49.1
3.53366,23.5502,0.349066,49.11
3.53446,23.5598,0.349066,49.12
3.53525,23.5694,0.349066,49.13
3.53605,23.579,0.349066,49.14
3.53684,23.5886,0.349066,49.15
3.53764,23.5982,0.349066,49.16
3.53843,23.6078,0.349066,49.17
3.53923,23.6174,0.349066,49.18
3.54003,23.627,0.349066,49.19
3.54082,23.6366,0.349066,49.2
3.54162,23.6462,0.349066,49.21
3.54241,23.6558,0.349066,49.22
3.54321,23.6654,0.349066,49.23
3.544,23.6751,0.349066,49.24
3.5448,23.6847,0.349066,49.25
3.54559,23.6943,0.349066,49.26
3.54639,23.7039,0.349066,49.27
3.54718,23.7135,0.349066,49.28
3.54798,23.7232,0.349066,49.29
3.54878,23.7328,0.349066,49.3
3.54957,23.7424,0.349066,49.31
3.55037,23.752,0.349066,49.32
3.55116,23.7617,0.349066,49.33
3.55196,23.7713,0.349066,49.34
3.55275,23.7809,0.349066,49.35
3.55355,23.7906,0.349066,49.36
3.55434,23.8002,0.349066,49.37
3.55514,23.8099,0.349066,49.38
3.55594,23.8195,0.349066,49.39
3.55673,23.8291,0.349066,49.4
3.55753,23.8388,0.349066,49.41
3.55832,23.8484,0.349066,49.42
3.55912,23.8581,0.349066,49.43
3.55991,23.8677,0.349066,49.44
3.56071,23.8774,0.349066,49.45
3.5615,23.8871,0.349066,49.46
3.5623,23.8967,0.349066,49.47
3.56309,23.9064,0.349066,49.48
3.56389,23.916,0.349066,49.49
3.56469,23.9257,0.349066,49.5
3.56548,23.9354,0.349066,49.51
3.56628,23.945,0.349066,49.52
3.56707,23.9547,0.349066,49.53
3.56787,23.9644,0.349066,49.54
3.56866,23.9741,0.349066,49.55
3.56946,23.9837,0.349066,49.56
3.57025,23.9934,0.349066,49.57
3.57105,24.0031,0.349066,49.58
3.57185,24.0128,0.349066,49.59
3.57264,24.0225,0.349066,49.6
3.57344,24.0322,0.349066,49.61
3.57423,24.0418,0.349066,49.62
3.57503,24.0515,0.349066,49.63
3.57582,24.0612,0.349066,49.64
3.57662,24.0709,0.349066,49.65
3.57741,24.0806,0.349066,49.66
3.57821,24.0903,0.349066,49.67
3.57901,24.1,0.349066,49.68
3.5798,24.1097,0.349066,49.69
3.5806,24.1194,0.349066,49.7
3.58139,24.1291,0.349066,49.71
3.58219,24.1388,0.349066,49.72
3.58298,24.1485,0.349066,49.73
3.58378,24.1583,0.349066,49.74
3.58457,24.168,0.349066,49.75
3.58537,24.1777,0.349066,49.76
3.58616,24.1874,0.349066,49.77
3.58696,24.1971,0.349066,49.78
3.58776,24.2068,0.349066,49.79
3.58855,24.2166,0.349066,49.8
3.58935,24.2263,0.349066,49.81
3.59014,24.236,0.349066,49.82
3.59094,24.2457,0.349066,49.83
3.59173,24.2555,0.349066,49.84
3.59253,24.2652,0.349066,49.85
3.59332,24.2749,0.349066,49.86
3.59412,24.2847,0.349066,49.87
3.59492,24.2944,0.349066,49.88
3.59571,24.3042,0.349066,49.89
3.59651,24.3139,0.349066,49.9
3.5973,24.3237,0.349066,49.91
3.5981,24.3334,0.349066,49.92
3.59889,24.3431,0.349066,49.93
3.59969,24.3529,0.349066,49.94
3.60048,24.3627,0.349066,49.95
3.60128,24.3724,0.349066,49.96
3.60208,24.3822,0.349066,49.97
3.60287,24.3919,0.349066,49.98
3.60367,24.4017,0.349066,49.99
3.60446,24.4114,0.349066,50
3.60526,24.4212,0.349066,50.01
3.60605,24.431,85.3424,50.01
3.60685,24.4406,85.2898,50.02
3.60764,24.4501,85.2359,50.03
3.60843,24.4595,85.1805,50.04
3.60922,24.4688,85.1237,50.05
3.61001,24.4779,85.0653,50.06
3.6108,24.487,85.0054,50.07
3.61159,24.4959,84.9438,50.08
3.61237,24.5046,84.8805,50.09
3.61316,24.5133,84.8154,50.1
3.61394,24.5218,84.7484,50.11
3.61473,24.5302,84.6795,50.12
3.61551,24.5385,84.6085,50.13
3.61629,24.5467,84.5355,50.14
3.61707,24.5547,84.4602,50.15
3.61785,24.5626,84.3825,50.16
3.61862,24.5704,84.3025,50.17
3.6194,24.5781,84.2199,50.18
3.62017,24.5856,84.1346,50.19
3.62095,24.593,84.0465,50.2
3.62172,24.6003,83.9555,50.21
3.62249,24.6075,83.8614,50.22
3.62326,24.6146,83.7641,50.23
3.62403,24.6215,83.6634,50.24
3.6248,24.6283,83.559,50.25
3.62557,24.635,83.4509,50.26
3.62633,24.6415,83.3387,50.27
3.6271,24.648,83.2224,50.28
3.62786,24.6543,83.1016,50.29
3.62863,24.6605,82.9761,50.3
3.62939,24.6665,82.8455,50.31
3.63015,24.6725,82.7097,50.32
3.63091,24.6783,82.5682,50.33
3.63167,24.684,82.4208,50.34
3.63242,24.6896,82.2669,50.35
3.63318,24.695,82.1063,50.36
3.63394,24.7004,81.9385,50.37
3.63469,24.7056,81.7629,50.38
3.63544,24.7107,81.579,50.39
3.63619,24.7156,81.3862,50.4
3.63695,24.7205,81.1839,50.41
3.6377,24.7252,80.9714,50.42
3.63844,24.7298,80.7478,50.43
3.63919,24.7343,80.5123,50.44
3.63994,24.7386,80.2639,50.45
3.64069,24.7429,80.0016,50.46
3.64143,24.747,79.7241,50.47
3.64217,24.751,79.4301,50.48
3.64292,24.7548,79.1181,50.49
3.64366,24.7586,78.7865,50.5
3.6444,24.7622,78.4333,50.51
3.64514,24.7657,78.0564,50.52
3.64588,24.7691,77.6534,50.53
3.64662,24.7723,77.2215,50.54
3.64735,24.7754,76.7575,50.55
3.64809,24.7784,76.2578,50.56
3.64882,24.7813,75.7183,50.57
3.64956,24.7841,75.134,50.58
3.65029,24.7867,74.4992,50.59
3.65102,24.7893,73.8075,50.6
3.65175,24.7917,73.0508,50.61
3.65248,24.7939,72.22,50.62
3.65321,24.7961,71.304,50.63
3.65394,24.7981,70.2896,50.64
3.65467,24.8,69.1608,50.65
3.65539,24.8018,67.8981,50.66
3.65612,24.8035,66.4776,50.67
3.65684,24.805,64.87,50.68
3.65756,24.8064,63.0387,50.69
3.65828,24.8077,60.9384,50.7
3.65901,24.8089,58.5121,50.71
3.65973,24.81,55.6887,50.72
3.66044,24.8109,52.3797,50.73
3.66116,24.8117,48.477,50.74
3.66188,24.8124,43.8528,50.75
3.6626,24.813,38.3667,50.76
3.66331,24.8134,31.8858,50.77
3.66402,24.8137,24.3282,50.78
3.66474,24.8139,15.7308,50.79
3.66545,24.814,6.32114,50.8
3.66616,24.814,-3.46628,50.81
3.66687,24.8138,-13.0817,50.82
3.66758,24.8135,-22.0294,50.83
3.66829,24.8131,-29.999,50.84
3.669,24.8126,-36.8876,50.85
3.6697,24.8119,-42.7406,50.86
3.67041,24.8112,-47.6781,50.87
3.67112,24.8103,-51.841,50.88
3.67182,24.8092,-55.3633,50.89
3.67252,24.8081,-58.3609,50.9
3.67322,24.8068,-60.9297,50.91
3.67393,24.8055,-63.1471,50.92
3.67463,24.8039,-65.0751,50.93
3.67533,24.8023,-66.7632,50.94
3.67602,24.8006,-68.2511,50.95
3.67672,24.7987,-69.5708,50.96
3.67742,24.7967,-70.7479,50.97
3.67811,24.7946,-71.8037,50.98
3.67881,24.7923,-72.7552,50.99
3.6795,24.79,-73.6168,51
3.6802,24.7875,-74.4002,51.01
3.68089,24.7849,-75.1154,51.02
3.68158,24.7822,-75.7707,51.03
3.68227,24.7793,-76.3732,51.04
3.68296,24.7764,-76.9288,51.05
3.68365,24.7733,-77.4428,51.06
3.68434,24.77,-77.9195,51.07
3.68502,24.7667,-78.3629,51.08
3.68571,24.7633,-78.7762,51.09
3.68639,24.7597,-79.1624,51.1
3.68708,24.756,-79.524,51.11
3.68776,24.7522,-79.8632,51.12
3.68844,24.7482,-80.1821,51.13
3.68913,24.7441,-80.4824,51.14
3.68981,24.74,-80.7656,51.15
3.69049,24.7356,-81.0332,51.16
3.69117,24.7312,-81.2864,51.17
3.69184,24.7267,-81.5263,51.18
3.69252,24.722,-81.754,51.19
3.6932,24.7172,-81.9702,51.2
3.69387,24.7123,-82.176,51.21
