Algorithm Data.
a,b,c,
1.35166,4.58654,0.349066,21.67
1.35246,4.59077,0.349066,21.68
1.35325,4.595,0.349066,21.69
1.35404,4.59924,0.349066,21.7
1.35484,4.60348,0.349066,21.71
1.35563,4.60772,0.349066,21.72
1.35642,4.61196,0.349066,21.73
1.35721,4.61621,0.349066,21.74
1.35801,4.62046,0.349066,21.75
1.3588,4.6247,0.349066,21.76
1.35959,4.62895,0.349066,21.77
1.36039,4.63321,0.349066,21.78
1.36118,4.63746,0.349066,21.79
1.36197,4.64172,0.349066,21.8
1.36277,4.64598,0.349066,21.81
1.36356,4.65024,0.349066,21.82
1.36435,4.6545,0.349066,21.83
1.36514,4.65876,0.349066,21.84
1.36594,4.66303,0.349066,21.85
1.36673,4.6673,0.349066,21.86
1.36752,4.67157,0.349066,21.87
1.36832,4.67584,0.349066,21.88
1.36911,4.68011,0.349066,21.89
1.3699,4.68439,0.349066,21.9
1.3707,4.68867,0.349066,21.91
1.37149,4.69295,0.349066,21.92
1.37228,4.69723,0.349066,21.93
1.37307,4.70151,0.349066,21.94
1.37387,4.7058,0.349066,21.95
1.37466,4.71009,0.349066,21.96
1.37545,4.71438,0.349066,21.97
1.37625,4.71867,0.349066,21.98
1.37704,4.72296,0.349066,21.99
1.37783,4.72726,0.349066,22
1.37863,4.73156,0.349066,22.01
1.37942,4.73586,0.349066,22.02
1.38021,4.74016,0.349066,22.03
1.38101,4.74446,0.349066,22.04
1.3818,4.74877,0.349066,22.05
1.38259,4.75307,0.349066,22.06
1.38339,4.75738,0.349066,22.07
1.38418,4.76169,0.349066,22.08
1.38497,4.76601,0.349066,22.09
1.38576,4.77032,0.349066,22.1
1.38656,4.77464,0.349066,22.11
1.38735,4.77896,0.349066,22.12
1.38814,4.78328,0.349066,22.13
1.38894,4.7876,0.349066,22.14
1.38973,4.79193,0.349066,22.15
1.39052,4.79625,0.349066,22.16
1.39132,4.80058,0.349066,22.17
1.39211,4.80491,0.349066,22.18
1.3929,4.80925,0.349066,22.19
1.3937,4.81358,0.349066,22.2
1.39449,4.81792,0.349066,22.21
1.39528,4.82225,0.349066,22.22
1.39608,4.8266,0.349066,22.23
1.39687,4.83094,0.349066,22.24
1.39766,4.83528,0.349066,22.25
1.39846,4.83963,0.349066,22.26
1.39925,4.84398,0.349066,22.27
1.40004,4.84833,0.349066,22.28
1.40084,4.85268,0.349066,22.29
1.40163,4.85703,0.349066,22.3
1.40242,4.86139,0.349066,22.31
1.40322,4.86575,0.349066,22.32
1.40401,4.87011,0.349066,22.33
1.4048,4.87447,0.349066,22.34
1.4056,4.87883,0.349066,22.35
1.40639,4.8832,0.349066,22.36
1.40718,4.88757,0.349066,22.37
1.40798,4.89194,0.349066,22.38
1.40877,4.89631,0.349066,22.39
1.40956,4.90068,0.349066,22.4
1.41036,4.90506,0.349066,22.41
1.41115,4.90944,0.349066,22.42
1.41194,4.91381,0.349066,22.43
1.41274,4.9182,0.349066,22.44
1.41353,4.92258,0.349066,22.45
1.41432,4.92696,0.349066,22.46
1.41512,4.93135,0.349066,22.47
1.41591,4.93574,0.349066,22.48
1.4167,4.94013,0.349066,22.49
1.4175,4.94453,0.349066,22.5
1.41829,4.94892,0.349066,22.51
1.41908,4.95332,0.349066,22.52
1.41988,4.95772,0.349066,22.53
1.42067,4.96212,0.349066,22.54
1.42146,4.96652,0.349066,22.55
1.42226,4.97093,0.349066,22.56
1.42305,4.97533,0.349066,22.57
1.42385,4.97974,0.349066,22.58
1.42464,4.98415,0.349066,22.59
1.42543,4.98857,0.349066,22.6
1.42623,4.99298,0.349066,22.61
1.42702,4.9974,0.349066,22.62
1.42781,5.00181,0.349066,22.63
1.42861,5.00624,0.349066,22.64
1.4294,5.01066,0.349066,22.65
1.43019,5.01508,0.349066,22.66
1.43099,5.01951,0.349066,22.67
1.43178,5.02394,0.349066,22.68
1.43257,5.02837,0.349066,22.69
1.43337,5.0328,0.349066,22.7
1.43416,5.03723,0.349066,22.71
1.43495,5.04167,0.349066,22.72
1.43575,5.04611,0.349066,22.73
1.43654,5.05055,0.349066,22.74
1.43734,5.05499,0.349066,22.75
1.43813,5.05943,0.349066,22.76
1.43892,5.06388,0.349066,22.77
1.43972,5.06833,0.349066,22.78
1.44051,5.07278,0.349066,22.79
1.4413,5.07723,0.349066,22.8
1.4421,5.08168,0.349066,22.81
1.44289,5.08614,0.349066,22.82
1.44368,5.0906,0.349066,22.83
1.44448,5.09506,0.349066,22.84
1.44527,5.09952,0.349066,22.85
1.44607,5.10398,0.349066,22.86
1.44686,5.10845,0.349066,22.87
1.44765,5.11291,0.349066,22.88
1.44845,5.11738,0.349066,22.89
1.44924,5.12185,0.349066,22.9
1.45003,5.12633,0.349066,22.91
1.45083,5.1308,0.349066,22.92
1.45162,5.13528,0.349066,22.93
1.45241,5.13976,0.349066,22.94
1.45321,5.14424,0.349066,22.95
1.454,5.14872,0.349066,22.96
1.4548,5.15321,0.349066,22.97
1.45559,5.15769,0.349066,22.98
1.45638,5.16218,0.349066,22.99
1.45718,5.16667,0.349066,23
1.45797,5.17117,0.349066,23.01
1.45876,5.17566,0.349066,23.02
1.45956,5.18016,0.349066,23.03
1.46035,5.18466,0.349066,23.04
1.46115,5.18916,0.349066,23.05
1.46194,5.19366,0.349066,23.06
1.46273,5.19816,0.349066,23.07
1.46353,5.20267,0.349066,23.08
1.46432,5.20718,0.349066,23.09
1.46511,5.21169,0.349066,23.1
1.46591,5.2162,0.349066,23.11
1.4667,5.22072,0.349066,23.12
1.4675,5.22523,0.349066,23.13
1.46829,5.22975,0.349066,23.14
1.46908,5.23427,0.349066,23.15
1.46988,5.23879,0.349066,23.16
1.47067,5.24332,0.349066,23.17
1.47147,5.24784,0.349066,23.18
1.47226,5.25237,0.349066,23.19
1.47305,5.2569,0.349066,23.2
1.47385,5.26143,0.349066,23.21
1.47464,5.26597,0.349066,23.22
1.47543,5.2705,0.349066,23.23
1.47623,5.27504,0.349066,23.24
1.47702,5.27958,0.349066,23.25
1.47782,5.28412,0.349066,23.26
1.47861,5.28866,0.349066,23.27
1.4794,5.29321,0.349066,23.28
1.4802,5.29776,0.349066,23.29
1.48099,5.30231,0.349066,23.3
1.48179,5.30686,0.349066,23.31
1.48258,5.31141,0.349066,23.32
1.48337,5.31597,0.349066,23.33
1.48417,5.32052,0.349066,23.34
1.48496,5.32508,0.349066,23.35
1.48575,5.32964,0.349066,23.36
1.48655,5.33421,0.349066,23.37
1.48734,5.33877,0.349066,23.38
1.48814,5.34334,0.349066,23.39
1.48893,5.34791,0.349066,23.4
1.48972,5.35248,0.349066,23.41
1.49052,5.35705,0.349066,23.42
1.49131,5.36163,0.349066,23.43
1.49211,5.3662,0.349066,23.44
1.4929,5.37078,0.349066,23.45
1.49369,5.37536,0.349066,23.46
1.49449,5.37994,0.349066,23.47
1.49528,5.38453,0.349066,23.48
1.49608,5.38912,0.349066,23.49
1.49687,5.3937,0.349066,23.5
1.49766,5.39829,0.349066,23.51
1.49846,5.40289,0.349066,23.52
1.49925,5.40748,0.349066,23.53
1.50005,5.41208,0.349066,23.54
1.50084,5.41668,0.349066,23.55
1.50163,5.42128,0.349066,23.56
1.50243,5.42588,0.349066,23.57
1.50322,5.43048,0.349066,23.58
1.50402,5.43509,0.349066,23.59
1.50481,5.4397,0.349066,23.6
1.5056,5.44431,0.349066,23.61
1.5064,5.44892,0.349066,23.62
1.50719,5.45353,0.349066,23.63
1.50799,5.45815,0.349066,23.64
1.50878,5.46277,0.349066,23.65
1.50957,5.46738,0.349066,23.66
1.51037,5.47201,0.349066,23.67
1.51116,5.47663,0.349066,23.68
1.51196,5.48126,0.349066,23.69
1.51275,5.48588,0.349066,23.7
1.51354,5.49051,0.349066,23.71
1.51434,5.49514,0.349066,23.72
1.51513,5.49978,0.349066,23.73
1.51593,5.50441,0.349066,23.74
1.51672,5.50905,0.349066,23.75
1.51751,5.51369,0.349066,23.76
1.51831,5.51833,0.349066,23.77
1.5191,5.52297,0.349066,23.78
1.5199,5.52762,0.349066,23.79
1.52069,5.53227,0.349066,23.8
1.52149,5.53691,0.349066,23.81
1.52228,5.54157,0.349066,23.82
1.52307,5.54622,0.349066,23.83
1.52387,5.55087,0.349066,23.84
1.52466,5.55553,0.349066,23.85
1.52546,5.56019,0.349066,23.86
1.52625,5.56485,0.349066,23.87
1.52704,5.56951,0.349066,23.88
1.52784,5.57418,0.349066,23.89
1.52863,5.57884,0.349066,23.9
1.52943,5.58351,0.349066,23.91
1.53022,5.58818,0.349066,23.92
1.53101,5.59285,0.349066,23.93
1.53181,5.59753,0.349066,23.94
1.5326,5.6022,0.349066,23.95
1.5334,5.60688,0.349066,23.96
1.53419,5.61156,0.349066,23.97
1.53499,5.61625,0.349066,23.98
1.53578,5.62093,0.349066,23.99
1.53657,5.62562,0.349066,24
1.53737,5.6303,0.349066,24.01
1.53816,5.63499,0.349066,24.02
1.53896,5.63969,0.349066,24.03
1.53975,5.64438,0.349066,24.04
1.54055,5.64908,0.349066,24.05
1.54134,5.65377,0.349066,24.06
1.54213,5.65847,0.349066,24.07
1.54293,5.66317,0.349066,24.08
1.54372,5.66788,0.349066,24.09
1.54452,5.67258,0.349066,24.1
1.54531,5.67729,0.349066,24.11
1.5461,5.682,0.349066,24.12
1.5469,5.68671,0.349066,24.13
1.54769,5.69143,0.349066,24.14
1.54849,5.69614,0.349066,24.15
1.54928,5.70086,0.349066,24.16
1.55008,5.70558,0.349066,24.17
1.55087,5.7103,0.349066,24.18
1.55166,5.71502,0.349066,24.19
1.55246,5.71975,0.349066,24.2
1.55325,5.72447,0.349066,24.21
1.55405,5.7292,0.349066,24.22
1.55484,5.73393,0.349066,24.23
1.55564,5.73867,0.349066,24.24
1.55643,5.7434,0.349066,24.25
1.55722,5.74814,0.349066,24.26
1.55802,5.75288,0.349066,24.27
1.55881,5.75762,0.349066,24.28
1.55961,5.76236,0.349066,24.29
1.5604,5.76711,0.349066,24.3
1.5612,5.77185,0.349066,24.31
1.56199,5.7766,0.349066,24.32
1.56278,5.78135,0.349066,24.33
1.56358,5.7861,0.349066,24.34
1.56437,5.79086,0.349066,24.35
1.56517,5.79561,0.349066,24.36
1.56596,5.80037,0.349066,24.37
1.56676,5.80513,0.349066,24.38
1.56755,5.80989,0.349066,24.39
1.56834,5.81466,0.349066,24.4
1.56914,5.81943,0.349066,24.41
1.56993,5.82419,0.349066,24.42
1.57073,5.82896,0.349066,24.43
1.57152,5.83374,0.349066,24.44
1.57232,5.83851,0.349066,24.45
1.57311,5.84329,0.349066,24.46
1.57391,5.84806,0.349066,24.47
1.5747,5.85284,0.349066,24.48
1.57549,5.85762,0.349066,24.49
1.57629,5.86241,0.349066,24.5
1.57708,5.86719,0.349066,24.51
1.57788,5.87198,0.349066,24.52
1.57867,5.87677,0.349066,24.53
1.57947,5.88156,0.349066,24.54
1.58026,5.88636,0.349066,24.55
1.58105,5.89115,0.349066,24.56
1.58185,5.89595,0.349066,24.57
1.58264,5.90075,0.349066,24.58
1.58344,5.90555,0.349066,24.59
1.58423,5.91035,0.349066,24.6
1.58503,5.91516,0.349066,24.61
1.58582,5.91996,0.349066,24.62
1.58662,5.92477,0.349066,24.63
1.58741,5.92958,0.349066,24.64
1.5882,5.9344,0.349066,24.65
1.589,5.93921,0.349066,24.66
1.58979,5.94403,0.349066,24.67
1.59059,5.94885,0.349066,24.68
1.59138,5.95367,0.349066,24.69
1.59218,5.95849,0.349066,24.7
1.59297,5.96332,0.349066,24.71
1.59377,5.96814,0.349066,24.72
1.59456,5.97297,0.349066,24.73
1.59535,5.9778,0.349066,24.74
1.59615,5.98263,0.349066,24.75
1.59694,5.98747,0.349066,24.76
1.59774,5.99231,0.349066,24.77
1.59853,5.99714,0.349066,24.78
1.59933,6.00198,0.349066,24.79
1.60012,6.00683,0.349066,24.8
1.60092,6.01167,0.349066,24.81
1.60171,6.01652,0.349066,24.82
1.6025,6.02137,0.349066,24.83
1.6033,6.02622,0.349066,24.84
1.60409,6.03107,0.349066,24.85
1.60489,6.03592,0.349066,24.86
1.60568,6.04078,0.349066,24.87
1.60648,6.04563,0.349066,24.88
1.60727,6.05049,0.349066,24.89
1.60807,6.05536,0.349066,24.9
1.60886,6.06022,0.349066,24.91
1.60965,6.06509,0.349066,24.92
1.61045,6.06995,0.349066,24.93
1.61124,6.07482,0.349066,24.94
1.61204,6.07969,0.349066,24.95
1.61283,6.08457,0.349066,24.96
1.61363,6.08944,0.349066,24.97
1.61442,6.09432,0.349066,24.98
1.61522,6.0992,0.349066,24.99
1.61601,6.10408,0.349066,25
1.61681,6.10897,0.349066,25.01
1.6176,6.11385,0.349066,25.02
1.61839,6.11874,0.349066,25.03
1.61919,6.12363,0.349066,25.04
1.61998,6.12852,0.349066,25.05
1.62078,6.13341,0.349066,25.06
1.62157,6.13831,0.349066,25.07
1.62237,6.1432,0.349066,25.08
1.62316,6.1481,0.349066,25.09
1.62396,6.153,0.349066,25.1
1.62475,6.15791,0.349066,25.11
1.62555,6.16281,0.349066,25.12
1.62634,6.16772,0.349066,25.13
1.62713,6.17263,0.349066,25.14
1.62793,6.17754,0.349066,25.15
1.62872,6.18245,0.349066,25.16
1.62952,6.18736,0.349066,25.17
1.63031,6.19228,0.349066,25.18
1.63111,6.1972,0.349066,25.19
1.6319,6.20212,0.349066,25.2
1.6327,6.20704,0.349066,25.21
1.63349,6.21196,0.349066,25.22
1.63429,6.21689,0.349066,25.23
1.63508,6.22182,0.349066,25.24
1.63587,6.22675,0.349066,25.25
1.63667,6.23168,0.349066,25.26
1.63746,6.23662,0.349066,25.27
1.63826,6.24155,0.349066,25.28
1.63905,6.24649,0.349066,25.29
1.63985,6.25143,0.349066,25.3
1.64064,6.25637,0.349066,25.31
1.64144,6.26131,0.349066,25.32
1.64223,6.26626,0.349066,25.33
1.64303,6.27121,0.349066,25.34
1.64382,6.27616,0.349066,25.35
1.64462,6.28111,0.349066,25.36
1.64541,6.28606,0.349066,25.37
1.6462,6.29102,0.349066,25.38
1.647,6.29598,0.349066,25.39
1.64779,6.30094,0.349066,25.4
1.64859,6.3059,0.349066,25.41
1.64938,6.31086,0.349066,25.42
1.65018,6.31583,0.349066,25.43
1.65097,6.32079,0.349066,25.44
1.65177,6.32576,0.349066,25.45
1.65256,6.33073,0.349066,25.46
1.65336,6.33571,0.349066,25.47
1.65415,6.34068,0.349066,25.48
1.65495,6.34566,0.349066,25.49
1.65574,6.35064,0.349066,25.5
1.65654,6.35562,0.349066,25.51
1.65733,6.3606,0.349066,25.52
1.65812,6.36559,0.349066,25.53
1.65892,6.37057,0.349066,25.54
1.65971,6.37556,0.349066,25.55
1.66051,6.38055,0.349066,25.56
1.6613,6.38554,0.349066,25.57
1.6621,6.39054,0.349066,25.58
1.66289,6.39554,0.349066,25.59
1.66369,6.40053,0.349066,25.6
1.66448,6.40553,0.349066,25.61
1.66528,6.41054,0.349066,25.62
1.66607,6.41554,0.349066,25.63
1.66687,6.42055,0.349066,25.64
1.66766,6.42556,0.349066,25.65
1.66846,6.43057,0.349066,25.66
1.66925,6.43558,0.349066,25.67
1.67004,6.44059,0.349066,25.68
1.67084,6.44561,0.349066,25.69
1.67163,6.45063,0.349066,25.7
1.67243,6.45565,0.349066,25.71
1.67322,6.46067,0.349066,25.72
1.67402,6.46569,0.349066,25.73
1.67481,6.47072,0.349066,25.74
1.67561,6.47575,0.349066,25.75
1.6764,6.48077,0.349066,25.76
1.6772,6.48581,0.349066,25.77
1.67799,6.49084,0.349066,25.78
1.67879,6.49588,0.349066,25.79
1.67958,6.50091,0.349066,25.8
1.68038,6.50595,0.349066,25.81
1.68117,6.51099,0.349066,25.82
1.68197,6.51604,0.349066,25.83
1.68276,6.52108,0.349066,25.84
1.68356,6.52613,0.349066,25.85
1.68435,6.53118,0.349066,25.86
1.68514,6.53623,0.349066,25.87
1.68594,6.54128,0.349066,25.88
1.68673,6.54634,0.349066,25.89
1.68753,6.5514,0.349066,25.9
1.68832,6.55645,0.349066,25.91
1.68912,6.56152,0.349066,25.92
1.68991,6.56658,0.349066,25.93
1.69071,6.57164,0.349066,25.94
1.6915,6.57671,0.349066,25.95
1.6923,6.58178,0.349066,25.96
1.69309,6.58685,0.349066,25.97
1.69389,6.59192,0.349066,25.98
1.69468,6.597,0.349066,25.99
1.69548,6.60207,0.349066,26
1.69627,6.60715,0.349066,26.01
1.69707,6.61223,0.349066,26.02
1.69786,6.61731,0.349066,26.03
1.69866,6.6224,0.349066,26.04
1.69945,6.62749,0.349066,26.05
1.70025,6.63257,0.349066,26.06
1.70104,6.63766,0.349066,26.07
1.70183,6.64276,0.349066,26.08
1.70263,6.64785,0.349066,26.09
1.70342,6.65295,0.349066,26.1
1.70422,6.65804,0.349066,26.11
1.70501,6.66314,0.349066,26.12
1.70581,6.66825,0.349066,26.13
1.7066,6.67335,0.349066,26.14
1.7074,6.67846,0.349066,26.15
1.70819,6.68356,0.349066,26.16
1.70899,6.68867,0.349066,26.17
1.70978,6.69379,0.349066,26.18
1.71058,6.6989,0.349066,26.19
1.71137,6.70401,0.349066,26.2
1.71217,6.70913,0.349066,26.21
1.71296,6.71425,0.349066,26.22
1.71376,6.71937,0.349066,26.23
1.71455,6.7245,0.349066,26.24
1.71535,6.72962,0.349066,26.25
1.71614,6.73475,0.349066,26.26
1.71694,6.73988,0.349066,26.27
1.71773,6.74501,0.349066,26.28
1.71853,6.75014,0.349066,26.29
1.71932,6.75528,0.349066,26.3
1.72012,6.76042,0.349066,26.31
1.72091,6.76555,0.349066,26.32
1.72171,6.7707,0.349066,26.33
1.7225,6.77584,0.349066,26.34
1.7233,6.78098,0.349066,26.35
1.72409,6.78613,0.349066,26.36
1.72488,6.79128,0.349066,26.37
1.72568,6.79643,0.349066,26.38
1.72647,6.80158,0.349066,26.39
1.72727,6.80674,0.349066,26.4
1.72806,6.81189,0.349066,26.41
1.72886,6.81705,0.349066,26.42
1.72965,6.82221,0.349066,26.43
1.73045,6.82738,0.349066,26.44
1.73124,6.83254,0.349066,26.45
1.73204,6.83771,0.349066,26.46
1.73283,6.84287,0.349066,26.47
1.73363,6.84804,0.349066,26.48
1.73442,6.85322,0.349066,26.49
1.73522,6.85839,0.349066,26.5
1.73601,6.86357,0.349066,26.51
1.73681,6.86875,0.349066,26.52
1.7376,6.87393,0.349066,26.53
1.7384,6.87911,0.349066,26.54
1.73919,6.88429,0.349066,26.55
1.73999,6.88948,0.349066,26.56
1.74078,6.89467,0.349066,26.57
1.74158,6.89985,0.349066,26.58
1.74237,6.90505,0.349066,26.59
1.74317,6.91024,0.349066,26.6
1.74396,6.91544,0.349066,26.61
1.74476,6.92063,0.349066,26.62
1.74555,6.92583,0.349066,26.63
1.74635,6.93103,0.349066,26.64
1.74714,6.93624,0.349066,26.65
1.74794,6.94144,0.349066,26.66
1.74873,6.94665,0.349066,26.67
1.74953,6.95186,0.349066,26.68
1.75032,6.95707,0.349066,26.69
1.75112,6.96228,0.349066,26.7
1.75191,6.9675,0.349066,26.71
1.75271,6.97272,0.349066,26.72
1.7535,6.97794,0.349066,26.73
1.7543,6.98316,0.349066,26.74
1.75509,6.98838,0.349066,26.75
1.75589,6.99361,0.349066,26.76
1.75668,6.99883,0.349066,26.77
1.75748,7.00406,0.349066,26.78
1.75827,7.00929,0.349066,26.79
1.75907,7.01452,0.349066,26.8
1.75986,7.01976,0.349066,26.81
1.76066,7.025,0.349066,26.82
1.76145,7.03023,0.349066,26.83
1.76224,7.03548,0.349066,26.84
1.76304,7.04072,0.349066,26.85
1.76383,7.04596,0.349066,26.86
1.76463,7.05121,0.349066,26.87
1.76542,7.05646,0.349066,26.88
1.76622,7.06171,0.349066,26.89
1.76701,7.06696,0.349066,26.9
1.76781,7.07221,0.349066,26.91
1.7686,7.07747,0.349066,26.92
1.7694,7.08273,0.349066,26.93
1.77019,7.08799,0.349066,26.94
1.77099,7.09325,0.349066,26.95
1.77178,7.09851,0.349066,26.96
1.77258,7.10378,0.349066,26.97
1.77337,7.10905,0.349066,26.98
1.77417,7.11432,0.349066,26.99
1.77496,7.11959,0.349066,27
1.77576,7.12486,0.349066,27.01
1.77655,7.13014,0.349066,27.02
1.77735,7.13542,0.349066,27.03
1.77814,7.1407,0.349066,27.04
1.77894,7.14598,0.349066,27.05
1.77973,7.15126,0.349066,27.06
1.78053,7.15655,0.349066,27.07
1.78132,7.16184,0.349066,27.08
1.78212,7.16712,0.349066,27.09
1.78291,7.17242,0.349066,27.1
1.78371,7.17771,0.349066,27.11
1.7845,7.183,0.349066,27.12
1.7853,7.1883,0.349066,27.13
1.78609,7.1936,0.349066,27.14
1.78689,7.1989,0.349066,27.15
1.78768,7.2042,0.349066,27.16
1.78848,7.20951,0.349066,27.17
1.78927,7.21482,0.349066,27.18
1.79007,7.22013,0.349066,27.19
1.79086,7.22544,0.349066,27.2
1.79166,7.23075,0.349066,27.21
1.79245,7.23606,0.349066,27.22
1.79325,7.24138,0.349066,27.23
1.79404,7.2467,0.349066,27.24
1.79484,7.25202,0.349066,27.25
1.79563,7.25734,0.349066,27.26
1.79643,7.26267,0.349066,27.27
1.79722,7.26799,0.349066,27.28
1.79802,7.27332,0.349066,27.29
1.79881,7.27865,0.349066,27.3
1.79961,7.28398,0.349066,27.31
1.8004,7.28932,0.349066,27.32
1.8012,7.29466,0.349066,27.33
1.80199,7.29999,0.349066,27.34
1.80279,7.30533,0.349066,27.35
1.80358,7.31068,0.349066,27.36
1.80438,7.31602,0.349066,27.37
1.80517,7.32137,0.349066,27.38
1.80597,7.32671,0.349066,27.39
1.80676,7.33206,0.349066,27.4
1.80756,7.33742,0.349066,27.41
1.80835,7.34277,0.349066,27.42
1.80915,7.34813,0.349066,27.43
1.80994,7.35348,0.349066,27.44
1.81074,7.35884,0.349066,27.45
1.81153,7.3642,0.349066,27.46
1.81233,7.36957,0.349066,27.47
1.81312,7.37493,0.349066,27.48
1.81392,7.3803,0.349066,27.49
1.81471,7.38567,0.349066,27.5
1.81551,7.39104,0.349066,27.51
1.8163,7.39642,0.349066,27.52
1.8171,7.40179,0.349066,27.53
1.81789,7.40717,0.349066,27.54
1.81869,7.41255,0.349066,27.55
1.81948,7.41793,0.349066,27.56
1.82028,7.42331,0.349066,27.57
1.82107,7.4287,0.349066,27.58
1.82187,7.43408,0.349066,27.59
1.82267,7.43947,0.349066,27.6
1.82346,7.44486,0.349066,27.61
1.82426,7.45026,0.349066,27.62
1.82505,7.45565,0.349066,27.63
1.82585,7.46105,0.349066,27.64
1.82664,7.46645,0.349066,27.65
1.82744,7.47185,0.349066,27.66
1.82823,7.47725,0.349066,27.67
1.82903,7.48265,0.349066,27.68
1.82982,7.48806,0.349066,27.69
1.83062,7.49347,0.349066,27.7
1.83141,7.49888,0.349066,27.71
1.83221,7.50429,0.349066,27.72
1.833,7.50971,0.349066,27.73
1.8338,7.51512,0.349066,27.74
1.83459,7.52054,0.349066,27.75
1.83539,7.52596,0.349066,27.76
1.83618,7.53138,0.349066,27.77
1.83698,7.53681,0.349066,27.78
1.83777,7.54223,0.349066,27.79
1.83857,7.54766,0.349066,27.8
1.83936,7.55309,0.349066,27.81
1.84016,7.55852,0.349066,27.82
1.84095,7.56396,0.349066,27.83
1.84175,7.56939,0.349066,27.84
1.84254,7.57483,0.349066,27.85
1.84334,7.58027,0.349066,27.86
1.84413,7.58571,0.349066,27.87
1.84493,7.59116,0.349066,27.88
1.84572,7.5966,0.349066,27.89
1.84652,7.60205,0.349066,27.9
1.84731,7.6075,0.349066,27.91
1.84811,7.61295,0.349066,27.92
1.8489,7.6184,0.349066,27.93
1.8497,7.62386,0.349066,27.94
1.85049,7.62932,0.349066,27.95
1.85129,7.63478,0.349066,27.96
1.85208,7.64024,0.349066,27.97
1.85288,7.6457,0.349066,27.98
1.85367,7.65117,0.349066,27.99
1.85447,7.65663,0.349066,28
1.85526,7.6621,0.349066,28.01
1.85606,7.66757,0.349066,28.02
1.85685,7.67305,0.349066,28.03
1.85765,7.67852,0.349066,28.04
1.85844,7.684,0.349066,28.05
1.85924,7.68948,0.349066,28.06
1.86003,7.69496,0.349066,28.07
1.86083,7.70044,0.349066,28.08
1.86162,7.70592,0.349066,28.09
1.86242,7.71141,0.349066,28.1
1.86321,7.7169,0.349066,28.11
1.86401,7.72239,0.349066,28.12
1.8648,7.72788,0.349066,28.13
1.8656,7.73338,0.349066,28.14
1.86639,7.73887,0.349066,28.15
1.86719,7.74437,0.349066,28.16
1.86799,7.74987,0.349066,28.17
1.86878,7.75537,0.349066,28.18
1.86958,7.76088,0.349066,28.19
1.87037,7.76638,0.349066,28.2
1.87117,7.77189,0.349066,28.21
1.87196,7.7774,0.349066,28.22
1.87276,7.78291,0.349066,28.23
1.87355,7.78843,0.349066,28.24
1.87435,7.79394,0.349066,28.25
1.87514,7.79946,0.349066,28.26
1.87594,7.80498,0.349066,28.27
1.87673,7.8105,0.349066,28.28
1.87753,7.81603,0.349066,28.29
1.87832,7.82155,0.349066,28.3
1.87912,7.82708,0.349066,28.31
1.87991,7.83261,0.349066,28.32
1.88071,7.83814,0.349066,28.33
1.8815,7.84367,0.349066,28.34
1.8823,7.84921,0.349066,28.35
1.88309,7.85475,0.349066,28.36
1.88389,7.86029,0.349066,28.37
1.88468,7.86583,0.349066,28.38
1.88548,7.87137,0.349066,28.39
1.88627,7.87692,0.349066,28.4
1.88707,7.88246,0.349066,28.41
1.88786,7.88801,0.349066,28.42
1.88866,7.89356,0.349066,28.43
1.88945,7.89912,0.349066,28.44
1.89025,7.90467,0.349066,28.45
1.89104,7.91023,0.349066,28.46
1.89184,7.91579,0.349066,28.47
1.89263,7.92135,0.349066,28.48
1.89343,7.92691,0.349066,28.49
1.89423,7.93248,0.349066,28.5
1.89502,7.93804,0.349066,28.51
1.89582,7.94361,0.349066,28.52
1.89661,7.94918,0.349066,28.53
1.89741,7.95475,0.349066,28.54
1.8982,7.96033,0.349066,28.55
1.899,7.9659,0.349066,28.56
1.89979,7.97148,0.349066,28.57
1.90059,7.97706,0.349066,28.58
1.90138,7.98265,0.349066,28.59
1.90218,7.98823,0.349066,28.6
1.90297,7.99382,0.349066,28.61
1.90377,7.9994,0.349066,28.62
1.90456,8.00499,0.349066,28.63
1.90536,8.01059,0.349066,28.64
1.90615,8.01618,0.349066,28.65
1.90695,8.02178,0.349066,28.66
1.90774,8.02737,0.349066,28.67
1.90854,8.03297,0.349066,28.68
1.90933,8.03858,0.349066,28.69
1.91013,8.04418,0.349066,28.7
1.91092,8.04978,0.349066,28.71
1.91172,8.05539,0.349066,28.72
1.91251,8.061,0.349066,28.73
1.91331,8.06661,0.349066,28.74
1.9141,8.07223,0.349066,28.75
1.9149,8.07784,0.349066,28.76
1.91569,8.08346,0.349066,28.77
1.91649,8.08908,0.349066,28.78
1.91729,8.0947,0.349066,28.79
1.91808,8.10032,0.349066,28.8
1.91888,8.10595,0.349066,28.81
1.91967,8.11158,0.349066,28.82
1.92047,8.11721,0.349066,28.83
1.92126,8.12284,0.349066,28.84
1.92206,8.12847,0.349066,28.85
1.92285,8.1341,0.349066,28.86
1.92365,8.13974,0.349066,28.87
1.92444,8.14538,0.349066,28.88
1.92524,8.15102,0.349066,28.89
1.92603,8.15666,0.349066,28.9
1.92683,8.16231,0.349066,28.91
1.92762,8.16796,0.349066,28.92
1.92842,8.1736,0.349066,28.93
1.92921,8.17925,0.349066,28.94
1.93001,8.18491,0.349066,28.95
1.9308,8.19056,0.349066,28.96
1.9316,8.19622,0.349066,28.97
1.93239,8.20188,0.349066,28.98
1.93319,8.20754,0.349066,28.99
1.93398,8.2132,0.349066,29
1.93478,8.21886,0.349066,29.01
1.93557,8.22453,0.349066,29.02
1.93637,8.2302,0.349066,29.03
